Make;Model;Vehicle Class;Engine Size(L);Cylinders;Transmission;Fuel Type;Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Fuel Consumption Comb (mpg);CO2 Emissions(g/km)
SUBARU;IMPREZA 5-DOOR AWD;STATION WAGON - SMALL;2;4;M5;X;10. Jan;07. Jul;9;31;211
SUBARU;LEGACY AWD;MID-SIZE;02. May;4;AV6;X;09. Mar;7;08. Mar;34;194
SUBARU;LEGACY AWD;MID-SIZE;02. May;4;M6;X;10. Jul;07. Sep;09. May;30;222
SUBARU;LEGACY AWD;MID-SIZE;03. Jun;6;AV6;X;11. Sep;08. Mar;10. Mar;27;241
SUBARU;OUTBACK AWD;SUV - SMALL;02. May;4;AV6;X;09. Apr;07. Mar;08. Apr;34;198
SUBARU;OUTBACK AWD;SUV - SMALL;02. May;4;M6;X;11;08. Mar;09. Aug;29;229
SUBARU;OUTBACK AWD;SUV - SMALL;03. Jun;6;AV6;X;12;08. Jul;10. May;27;247
SUBARU;WRX AWD;COMPACT;2;4;AV8;Z;12. May;09. Jun;11. Feb;25;255
SUBARU;WRX AWD;COMPACT;2;4;M6;Z;11. Mar;08. May;10;28;235
SUBARU;WRX AWD;COMPACT;02. May;4;M6;Z;13. Aug;10. Feb;12. Feb;23;285
TOYOTA;4RUNNER 4WD;SUV - STANDARD;4;6;AS5;X;14. Mar;12;13. Mar;21;310
TOYOTA;4RUNNER 4WD (Part-Time 4WD);SUV - STANDARD;4;6;AS5;X;14. Mar;12;13. Mar;21;310
TOYOTA;86;MINICOMPACT;2;4;AS6;Z;09. Sep;07. Mar;08. Jul;32;204
TOYOTA;86;MINICOMPACT;2;4;M6;Z;11. Mar;08. Mar;09. Sep;29;232
TOYOTA;AVALON;MID-SIZE;03. May;6;AS6;X;11. Apr;07. Jul;09. Jul;29;226
TOYOTA;CAMRY;MID-SIZE;02. May;4;AS6;X;09. Aug;07. Jan;08. Jun;33;199
TOYOTA;CAMRY;MID-SIZE;03. May;6;AS6;X;11;07. Aug;09. Jun;29;224
TOYOTA;CAMRY HYBRID LE;MID-SIZE;02. May;4;AV;X;05. Jun;06. Feb;05. Sep;48;137
TOYOTA;CAMRY HYBRID XLE/SE;MID-SIZE;02. May;4;AV;X;05. Aug;06. Mar;6;47;141
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;AV;X;08. Mar;06. May;07. May;38;174
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;AV7;X;08. Mar;06. Jul;07. May;38;178
TOYOTA;COROLLA;MID-SIZE;01. Aug;4;M6;X;08. Apr;06. May;07. May;38;176
TOYOTA;COROLLA LE ECO (1-mode);MID-SIZE;01. Aug;4;AV;X;07. Aug;05. Sep;06. Sep;41;163
TOYOTA;COROLLA LE ECO (2-mode);MID-SIZE;01. Aug;4;AV;X;8;06. Mar;07. Feb;39;168
TOYOTA;COROLLA iM;MID-SIZE;01. Aug;4;AV7;X;08. Mar;06. May;07. May;38;176
TOYOTA;COROLLA iM;MID-SIZE;01. Aug;4;M6;X;08. Aug;06. Aug;07. Sep;36;185
TOYOTA;HIGHLANDER;SUV - SMALL;03. May;6;AS8;X;11. Aug;08. Jul;10. Mar;27;243
TOYOTA;HIGHLANDER AWD;SUV - STANDARD;03. May;6;AS8;X;12. Jan;9;10. Jun;27;251
TOYOTA;HIGHLANDER AWD (Start/Stop System);SUV - STANDARD;03. May;6;AS8;X;12;08. Sep;10. Jun;27;247
TOYOTA;HIGHLANDER AWD LE;SUV - STANDARD;03. May;6;AS8;X;11. Jul;08. Aug;10. Apr;27;242
TOYOTA;HIGHLANDER HYBRID AWD;SUV - STANDARD;03. May;6;AV6;X;08. Jan;08. May;08. Mar;34;193
TOYOTA;PRIUS;MID-SIZE;01. Aug;4;AV;X;04. Apr;04. Jun;04. May;63;105
TOYOTA;PRIUS c;COMPACT;01. May;4;AV;X;04. Sep;05. May;05. Jan;55;120
TOYOTA;PRIUS v;STATION WAGON - MID-SIZE;01. Aug;4;AV;X;05. May;6;05. Aug;49;135
TOYOTA;RAV4;SUV - SMALL;02. May;4;AS6;X;10. Mar;8;09. Feb;31;217
TOYOTA;RAV4 LE/XLE;SUV - SMALL;02. May;4;AS6;X;10;07. Aug;9;31;210
TOYOTA;RAV4 AWD;SUV - SMALL;02. May;4;AS6;X;10. May;08. Mar;09. May;30;222
TOYOTA;RAV4 LIMITED/SE AWD;SUV - SMALL;02. May;4;AS6;X;10. Jul;08. Apr;09. Jul;29;226
TOYOTA;RAV4 HYBRID AWD;SUV - SMALL;02. May;4;AV6;X;06. Sep;07. Aug;07. Mar;39;170
TOYOTA;SEQUOIA 4WD;SUV - STANDARD;05. Jul;8;AS6;X;18. Jul;13. Aug;16. May;17;380
TOYOTA;SIENNA;MINIVAN;03. May;6;AS8;X;12. May;08. Sep;10. Sep;26;255
TOYOTA;SIENNA AWD;MINIVAN;03. May;6;AS8;X;13. Apr;09. Jun;11. Jul;24;274
TOYOTA;TACOMA;PICKUP TRUCK - SMALL;02. Jul;4;AS6;X;12. Jan;10. Jan;11. Feb;25;263
TOYOTA;TACOMA;PICKUP TRUCK - SMALL;03. May;6;AS6;X;12. Jun;10;11. Apr;25;268
TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;02. Jul;4;AS6;X;12. Jul;10. Jun;11. Jul;24;274
TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;02. Jul;4;M5;X;12. Apr;11. Apr;11. Sep;24;279
TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;03. May;6;AS6;X;13. Feb;10. Jul;12;24;283
TOYOTA;TACOMA 4WD;PICKUP TRUCK - SMALL;03. May;6;M6;X;13. Aug;11. Jun;12. Aug;22;301
TOYOTA;TACOMA 4WD D-CAB OFF-ROAD;PICKUP TRUCK - SMALL;03. May;6;M6;X;13. Aug;11. Jul;12. Sep;22;300
TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;04. Jun;8;AS6;X;15. Aug;12. Mar;14. Feb;20;334
TOYOTA;TUNDRA;PICKUP TRUCK - STANDARD;05. Jul;8;AS6;X;17. Feb;12. Sep;15. Mar;18;358
TOYOTA;TUNDRA 4WD;PICKUP TRUCK - STANDARD;04. Jun;8;AS6;X;16. Aug;12. Jun;14. Sep;19;349
TOYOTA;TUNDRA 4WD;PICKUP TRUCK - STANDARD;05. Jul;8;AS6;X;18. Jan;13. Sep;16. Feb;17;378
TOYOTA;YARIS;COMPACT;01. May;4;AS6;X;07. Mar;05. Aug;06. Jun;43;155
TOYOTA;YARIS (SIL);COMPACT;01. May;4;M6;X;07. Aug;6;06. Aug;42;164
TOYOTA;YARIS HATCHBACK;COMPACT;01. May;4;A4;X;07. Sep;06. Aug;07. Apr;38;173
TOYOTA;YARIS HATCHBACK;COMPACT;01. May;4;M5;X;07. Aug;06. May;07. Feb;39;168
VOLKSWAGEN;BEETLE;COMPACT;01. Aug;4;AS6;X;09. Jul;07. Feb;08. May;33;199
VOLKSWAGEN;BEETLE;COMPACT;01. Aug;4;M5;X;09. May;07. Jan;08. Apr;34;198
VOLKSWAGEN;BEETLE DUNE;COMPACT;01. Aug;4;AS6;X;09. Jun;07. May;08. Jun;33;201
VOLKSWAGEN;BEETLE CONVERTIBLE;SUBCOMPACT;01. Aug;4;AS6;X;09. Jul;07. Feb;08. May;33;199
VOLKSWAGEN;CC 4MOTION;COMPACT;03. Jun;6;AS6;X;13. Sep;09. Mar;11. Aug;24;277
VOLKSWAGEN;GOLF;COMPACT;01. Aug;4;AS6;X;09. Apr;06. Jul;08. Feb;34;192
VOLKSWAGEN;GOLF;COMPACT;01. Aug;4;M5;X;09. Mar;06. Jun;08. Jan;35;190
VOLKSWAGEN;GOLF GTI;COMPACT;2;4;AM6;X;09. Jun;07. Feb;08. May;33;199
VOLKSWAGEN;GOLF GTI;COMPACT;2;4;M6;X;09. Jul;7;08. May;33;198
VOLKSWAGEN;GOLF R;COMPACT;2;4;AM6;Z;10. Apr;07. Sep;09. Mar;30;216
VOLKSWAGEN;GOLF R;COMPACT;2;4;M6;Z;10. Sep;07. Jul;09. Apr;30;220
VOLKSWAGEN;GOLF ALLTRACK;STATION WAGON - SMALL;01. Aug;4;AM6;X;10. Jun;8;09. Apr;30;220
VOLKSWAGEN;GOLF SPORTWAGEN;STATION WAGON - SMALL;01. Aug;4;AS6;X;09. Mar;06. Sep;08. Feb;34;192
VOLKSWAGEN;GOLF SPORTWAGEN;STATION WAGON - SMALL;01. Aug;4;M5;X;09. Jun;06. Aug;08. Mar;34;194
VOLKSWAGEN;GOLF SPORTWAGEN 4MOTION;STATION WAGON - SMALL;01. Aug;4;AM6;X;10. Jun;8;09. Apr;30;220
VOLKSWAGEN;JETTA;COMPACT;01. Apr;4;AS6;X;08. May;06. Feb;07. Apr;38;175
VOLKSWAGEN;JETTA;COMPACT;01. Apr;4;M5;X;08. Mar;05. Sep;07. Feb;39;168
VOLKSWAGEN;JETTA;COMPACT;01. Aug;4;AM6;X;09. Apr;06. Aug;08. Feb;34;193
VOLKSWAGEN;JETTA;COMPACT;2;4;AS6;X;09. Aug;07. Apr;08. Jul;32;205
VOLKSWAGEN;JETTA;COMPACT;2;4;M6;X;10. Feb;07. Feb;08. Sep;32;208
VOLKSWAGEN;PASSAT;MID-SIZE;01. Aug;4;AS6;X;10. Jan;7;08. Jul;32;204
VOLKSWAGEN;PASSAT;MID-SIZE;03. Jun;6;AM6;X;11. Sep;08. May;10. Apr;27;242
VOLKSWAGEN;TIGUAN;SUV - SMALL;2;4;AS6;Z;11. Jul;09. Jun;10. Jul;26;256
VOLKSWAGEN;TIGUAN 4MOTION;SUV - SMALL;2;4;AS6;Z;12;10;11. Jan;25;263
VOLKSWAGEN;TOUAREG;SUV - STANDARD;03. Jun;6;AS8;X;13. Aug;10. Apr;12. Feb;23;287
VOLVO;S60 T5;COMPACT;2;4;AS8;X;09. Jun;7;08. Apr;34;198
VOLVO;S60 T5 AWD;COMPACT;2;4;AS8;X;10. Jul;07. Aug;09. Apr;30;219
VOLVO;S60 INSCRIPTION T5;COMPACT;2;4;AS8;X;09. Jun;7;08. Apr;34;198
VOLVO;S60 INSCRIPTION T5 AWD;COMPACT;2;4;AS8;X;10. Jul;07. Aug;09. Apr;30;219
VOLVO;S60 T6 AWD;COMPACT;2;4;AS8;Z;10. Sep;07. Jul;09. May;30;221
VOLVO;S60 POLESTAR;COMPACT;2;4;AS8;Z;11. Aug;08. May;10. Mar;27;241
VOLVO;S60 CC T5 AWD;COMPACT;2;4;AS8;X;10. Aug;07. Aug;09. Apr;30;220
VOLVO;S90 T5;MID-SIZE;2;4;AS8;Z;10. Jan;7;08. Jul;32;204
VOLVO;S90 T6 AWD;MID-SIZE;2;4;AS8;Z;10. Aug;07. Jun;09. Apr;30;219
VOLVO;V60 T5;STATION WAGON - SMALL;2;4;AS8;X;09. Jun;7;08. Apr;34;198
VOLVO;V60 T5 AWD;STATION WAGON - SMALL;2;4;AS8;X;10. Jul;07. Aug;09. Apr;30;219
VOLVO;V60 T6 AWD;STATION WAGON - SMALL;2;4;AS8;Z;10. Sep;07. Jul;09. May;30;221
VOLVO;V60 POLESTAR;STATION WAGON - SMALL;2;4;AS8;Z;11. Aug;08. May;10. Mar;27;241
VOLVO;V60 CC T5 AWD;STATION WAGON - SMALL;2;4;AS8;X;10. Aug;07. Aug;09. Apr;30;220
VOLVO;V90 T5;STATION WAGON - MID-SIZE;2;4;AS8;Z;10. Jan;7;08. Jul;32;204
VOLVO;V90 T6 AWD;STATION WAGON - MID-SIZE;2;4;AS8;Z;10. Aug;07. Jun;09. Apr;30;219
VOLVO;V90 CC T6 AWD;STATION WAGON - MID-SIZE;2;4;AS8;Z;10. Jul;07. Sep;09. Apr;30;221
VOLVO;XC60 T5;SUV - SMALL;2;4;AS8;X;10. Apr;07. Aug;09. Feb;31;216
VOLVO;XC60 T5 AWD;SUV - SMALL;2;4;AS8;X;11. Mar;08. Apr;10;28;233
VOLVO;XC60 T6 AWD;SUV - SMALL;2;4;AS8;Z;11. Jul;08. Jul;10. Apr;27;244
VOLVO;XC90 T5;SUV - STANDARD;2;4;AS8;Z;10. Jun;09. Jan;10;28;232
VOLVO;XC90 T5 AWD;SUV - STANDARD;2;4;AS8;Z;10. Aug;09. May;10. Feb;28;239
VOLVO;XC90 T6 AWD;SUV - STANDARD;2;4;AS8;Z;11. May;09. Jun;10. Jun;27;249
ACURA;ILX;COMPACT;02. Apr;4;AM8;Z;09. Apr;06. Aug;08. Feb;34;192
ACURA;MDX SH-AWD;SUV - SMALL;03. May;6;AS9;Z;12. Jun;9;11;26;259
ACURA;MDX SH-AWD ELITE;SUV - SMALL;03. May;6;AS9;Z;12. Feb;9;10. Jul;26;251
ACURA;MDX HYBRID AWD;SUV - SMALL;3;6;AM7;Z;09. Jan;9;9;31;210
ACURA;NSX;TWO-SEATER;03. May;6;AM9;Z;11. Jan;10. Aug;11;26;261
ACURA;RDX AWD;SUV - SMALL;03. May;6;AS6;Z;12. Apr;08. Jul;10. Jul;26;250
ACURA;RLX HYBRID;MID-SIZE;03. May;6;AM7;Z;08. Apr;08. Feb;08. Apr;34;196
ACURA;TLX;COMPACT;02. Apr;4;AM8;Z;10;07. Jan;08. Jul;32;205
ACURA;TLX A-SPEC;COMPACT;02. Apr;4;AM8;Z;10. Feb;07. Apr;08. Sep;32;209
ACURA;TLX SH-AWD;COMPACT;03. May;6;AS9;Z;11. Apr;07. Jul;09. Aug;29;228
ACURA;TLX SH-AWD A-SPEC;COMPACT;03. May;6;AS9;Z;12;08. Feb;10. Mar;27;240
ALFA ROMEO;4C COUPE;TWO-SEATER;01. Aug;4;AM6;Z;09. Jul;06. Sep;08. Apr;34;197
ALFA ROMEO;4C SPIDER;TWO-SEATER;01. Aug;4;AM6;Z;09. Jul;06. Sep;08. Apr;34;197
ALFA ROMEO;GIULIA;MID-SIZE;2;4;A8;Z;10;07. Feb;08. Jul;32;205
ALFA ROMEO;GIULIA AWD;MID-SIZE;2;4;A8;Z;10. May;07. Jul;09. Feb;31;217
ALFA ROMEO;GIULIA QUADRIFOGLIO;MID-SIZE;02. Sep;6;A8;Z;13. Aug;09. Jun;11. Sep;24;280
ALFA ROMEO;STELVIO AWD;SUV - SMALL;2;4;A8;Z;10. Aug;08. Mar;09. Jun;29;226
ALFA ROMEO;STELVIO QUADRIFOGLIO;SUV - SMALL;02. Sep;6;A8;Z;14. Jan;10. Apr;12. Apr;23;292
ASTON MARTIN;DB11 V8;MINICOMPACT;4;8;A8;Z;13;09. Aug;11. May;25;271
ASTON MARTIN;DB11 V12;MINICOMPACT;05. Feb;12;A8;Z;15. May;11. Apr;13. Jul;21;322
ASTON MARTIN;RAPIDE S;SUBCOMPACT;6;12;A8;Z;16. Jul;10. Sep;14. Jan;20;332
ASTON MARTIN;VANQUISH;MINICOMPACT;6;12;A8;Z;17. May;11. Apr;14. Jul;19;346
AUDI;A3;SUBCOMPACT;2;4;AM7;X;09. Jan;06. Aug;8;35;188
AUDI;A3 QUATTRO;SUBCOMPACT;2;4;AM6;X;09. Jul;07. May;08. Jul;32;205
AUDI;A3 CABRIOLET QUATTRO;SUBCOMPACT;2;4;AM6;X;10. Aug;8;09. May;30;223
AUDI;A4;COMPACT;2;4;AM7;Z;08. Jun;06. Apr;07. Jun;37;177
AUDI;A4 QUATTRO;COMPACT;2;4;AM7;Z;10;7;08. Jul;32;203
AUDI;A4 QUATTRO;COMPACT;2;4;M6;Z;09. Sep;07. Jan;08. Jul;32;204
AUDI;A4 ALLROAD QUATTRO;STATION WAGON - SMALL;2;4;AM7;Z;10. May;07. Sep;09. Mar;30;217
AUDI;A5 QUATTRO;SUBCOMPACT;2;4;AM7;Z;10;7;08. Jul;32;203
AUDI;A5 QUATTRO;SUBCOMPACT;2;4;M6;Z;09. Sep;07. Jan;08. Jul;32;204
AUDI;A5 CABRIOLET QUATTRO;SUBCOMPACT;2;4;AM7;Z;10;7;08. Jul;32;203
AUDI;A5 SPORTBACK QUATTRO;MID-SIZE;2;4;AM7;Z;10;7;08. Jul;32;203
AUDI;A6 QUATTRO;MID-SIZE;2;4;AS8;Z;10. Jun;07. May;09. Feb;31;216
AUDI;A6 QUATTRO;MID-SIZE;3;6;AS8;Z;11. May;08. Feb;10;28;235
AUDI;A7 QUATTRO;MID-SIZE;3;6;AS8;Z;11. May;08. Feb;10;28;235
AUDI;A8;FULL-SIZE;3;6;AS8;Z;12. Jun;8;10. May;27;247
AUDI;A8;FULL-SIZE;4;8;AS8;Z;15. Jan;09. Jan;12. Apr;23;290
AUDI;A8L;FULL-SIZE;4;8;AS8;Z;15. Jan;09. Jan;12. Apr;23;290
AUDI;Q3;COMPACT;2;4;AS6;Z;11. Jun;08. Mar;10. Jan;28;236
AUDI;Q3 QUATTRO;COMPACT;2;4;AS6;Z;11. Sep;08. Apr;10. Mar;27;240
AUDI;Q5;SUV - SMALL;2;4;AS7;Z;10. Apr;08. Jun;09. Jun;29;226
AUDI;Q7;SUV - STANDARD;2;4;AS8;Z;12. Feb;09. May;11;26;258
AUDI;Q7;SUV - STANDARD;3;6;AS8;Z;12. Jun;09. Apr;11. Jan;25;260
AUDI;R8;TWO-SEATER;05. Feb;10;AM7;Z;16;09. May;13. Jan;22;304
AUDI;R8 QUATTRO;TWO-SEATER;05. Feb;10;AM7;Z;17. Jan;11. Mar;14. May;19;338
AUDI;R8 SPYDER;TWO-SEATER;05. Feb;10;AM7;Z;17. Jan;11. Mar;14. May;19;338
AUDI;RS 3;SUBCOMPACT;02. May;5;AM7;Z;12. Apr;08. Mar;10. May;27;248
AUDI;RS 5;SUBCOMPACT;02. Sep;6;AM8;Z;12. Sep;08. Sep;11. Jan;25;260
AUDI;RS 7;MID-SIZE;4;8;AS8;Z;17;09. Jun;13. Jul;21;318
AUDI;S3;SUBCOMPACT;2;4;AM7;Z;10. Jun;08. Mar;09. Jun;29;223
AUDI;S4;COMPACT;3;6;AM8;Z;11. May;8;09. Sep;29;232
AUDI;S5;SUBCOMPACT;3;6;AM8;Z;11. May;8;09. Sep;29;232
AUDI;S5 CABRIOLET;SUBCOMPACT;3;6;AM8;Z;11. Sep;08. Jan;10. Feb;28;239
AUDI;S5 SPORTBACK;MID-SIZE;3;6;AM8;Z;11. May;8;09. Sep;29;232
AUDI;S6;MID-SIZE;4;8;AM7;Z;15;10;12. Aug;22;298
AUDI;S7;MID-SIZE;4;8;AM7;Z;15;10;12. Aug;22;298
AUDI;S8;MID-SIZE;4;8;AS8;Z;16. Feb;09. Sep;13. Apr;21;313
AUDI;SQ5;SUV - SMALL;3;6;AM8;Z;12. Jul;10;11. May;25;270
AUDI;TT COUPE QUATTRO;SUBCOMPACT;2;4;AM6;X;10. Jan;07. Aug;09. Jan;31;209
AUDI;TT ROADSTER QUATTRO;TWO-SEATER;2;4;AM6;X;10. Jan;07. Aug;09. Jan;31;209
AUDI;TT RS;SUBCOMPACT;02. May;5;AM7;Z;12. Mar;08. Feb;10. May;27;245
AUDI;TTS COUPE;SUBCOMPACT;2;4;AM6;Z;10. Mar;08. Jun;09. May;30;222
BENTLEY;BENTAYGA;SUV - STANDARD;6;12;AS8;Z;18. Aug;12. Feb;15. Sep;18;370
BENTLEY;CONTINENTAL GT CONVERTIBLE;COMPACT;6;12;AS8;Z;20. Apr;12;16. Jun;17;389
BENTLEY;CONTINENTAL SUPERSPORTS;COMPACT;6;12;AS8;Z;20. Apr;12;16. Jun;17;389
BENTLEY;FLYING SPUR;MID-SIZE;4;8;AS8;Z;18. Aug;10. Jul;15. Jan;19;353
BENTLEY;FLYING SPUR;MID-SIZE;6;12;AS8;Z;20. Apr;12;16. Jun;17;389
BENTLEY;MULSANNE;MID-SIZE;06. Aug;8;AS8;Z;20. Sep;13;17. Mar;16;405
BMW;230i COUPE;SUBCOMPACT;2;4;AS8;Z;09. Aug;06. Aug;08. Apr;34;197
BMW;230i COUPE;SUBCOMPACT;2;4;M6;Z;11. Jan;07. Mar;09. Apr;30;219
BMW;230i xDRIVE CABRIOLET;SUBCOMPACT;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;230i xDRIVE COUPE;SUBCOMPACT;2;4;AS8;Z;09. Sep;07. Jan;08. Jun;33;202
BMW;328d xDRIVE;COMPACT;2;4;AS8;D;07. Aug;05. Sep;7;40;184
BMW;328d xDRIVE TOURING;STATION WAGON - SMALL;2;4;AS8;D;07. Aug;05. Sep;7;40;184
BMW;330i xDRIVE;COMPACT;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;330i xDRIVE GRAN TURISMO;FULL-SIZE;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;330i xDRIVE TOURING;STATION WAGON - SMALL;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;340i;COMPACT;3;6;AS8;Z;09. Feb;06. Feb;07. Aug;36;183
BMW;340i;COMPACT;3;6;M6;Z;12. Jan;08. Jan;10. Mar;27;240
BMW;340i xDRIVE;COMPACT;3;6;AS8;Z;11. Jan;07. May;09. May;30;223
BMW;340i xDRIVE;COMPACT;3;6;M6;Z;12. Feb;08. Apr;10. May;27;245
BMW;340i xDRIVE GRAN TURISMO;FULL-SIZE;3;6;AS8;Z;11. Aug;07. Sep;10;28;235
BMW;430i xDRIVE CABRIOLET;SUBCOMPACT;2;4;AS8;Z;10. Jul;07. Mar;09. Jan;31;214
BMW;430i xDRIVE COUPE;COMPACT;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;430i xDRIVE GRAN COUPE;COMPACT;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;440i COUPE;COMPACT;3;6;AS8;Z;09. Feb;06. Feb;07. Aug;36;183
BMW;440i COUPE;COMPACT;3;6;M6;Z;12. Jan;08. Jan;10. Mar;27;240
BMW;440i xDRIVE CABRIOLET;SUBCOMPACT;3;6;AS8;Z;11. Aug;07. Sep;10;28;235
BMW;440i xDRIVE COUPE;COMPACT;3;6;AS8;Z;11. Jan;07. May;09. May;30;223
BMW;440i xDRIVE COUPE;COMPACT;3;6;M6;Z;12. Feb;08. Apr;10. May;27;245
BMW;440i xDRIVE GRAN COUPE;COMPACT;3;6;AS8;Z;11. Jan;07. May;09. May;30;223
BMW;530i xDRIVE;MID-SIZE;2;4;AS8;Z;10. Feb;07. Feb;08. Sep;32;208
BMW;540i xDRIVE;MID-SIZE;3;6;AS8;Z;11. Jun;08. Jan;10;28;236
BMW;640i xDRIVE CABRIOLET;SUBCOMPACT;3;6;AS8;Z;12. Mar;08. Apr;10. May;27;248
BMW;640i xDRIVE GRAN COUPE;COMPACT;3;6;AS8;Z;12. Mar;08. Apr;10. May;27;248
BMW;640i xDRIVE GRAN TURISMO;FULL-SIZE;3;6;AS8;Z;11. Sep;08. Apr;10. Mar;27;241
BMW;650i xDRIVE CABRIOLET;SUBCOMPACT;04. Apr;8;AS8;Z;14. Jul;09. Jun;12. Apr;23;292
BMW;650i xDRIVE COUPE;SUBCOMPACT;04. Apr;8;AS8;Z;14;10;12. Feb;23;286
BMW;650i xDRIVE GRAN COUPE;COMPACT;04. Apr;8;AS8;Z;14. Jul;09. Jun;12. Apr;23;292
BMW;750i xDRIVE;FULL-SIZE;04. Apr;8;AS8;Z;14. Jul;09. Jun;12. Apr;23;292
BMW;750i xDRIVE SWB;FULL-SIZE;04. Apr;8;AS8;Z;14. Mar;09. Apr;12. Jan;23;283
BMW;ALPINA B6 xDRIVE GRAN COUPE;COMPACT;04. Apr;8;AS8;Z;14. Jul;09. Jun;12. Apr;23;292
BMW;M2;SUBCOMPACT;3;6;AM7;Z;11. Aug;08. Sep;10. May;27;245
BMW;M2;SUBCOMPACT;3;6;M6;Z;13. Jan;09. Feb;11. Apr;25;267
BMW;M240i CABRIOLET;SUBCOMPACT;3;6;AS8;Z;10. Sep;07. Jul;09. May;30;222
BMW;M240i CABRIOLET;SUBCOMPACT;3;6;M6;Z;12. Jul;08. Jul;10. Sep;26;255
BMW;M240i COUPE;SUBCOMPACT;3;6;AS8;Z;10. Sep;07. Jul;09. May;30;222
BMW;M240i COUPE;SUBCOMPACT;3;6;M6;Z;12. May;08. Apr;10. Jul;26;249
BMW;M240i xDRIVE CABRIOLET;SUBCOMPACT;3;6;AS8;Z;11. Feb;07. Aug;09. Jul;29;227
BMW;M240i xDRIVE COUPE;SUBCOMPACT;3;6;AS8;Z;11. Feb;07. Aug;09. Jul;29;227
BMW;M3;COMPACT;3;6;AM7;Z;13. May;09. Sep;11. Sep;24;280
BMW;M3;COMPACT;3;6;M6;Z;13. May;09. Mar;11. Jun;24;273
BMW;M4 CABRIOLET;SUBCOMPACT;3;6;AM7;Z;14. May;10. May;12. Jul;22;299
BMW;M4 CABRIOLET;SUBCOMPACT;3;6;M6;Z;13. Aug;09. Apr;11. Sep;24;280
BMW;M4 COUPE;COMPACT;3;6;AM7;Z;13. May;09. Sep;11. Sep;24;280
BMW;M4 COUPE;COMPACT;3;6;M6;Z;13. May;09. Mar;11. Jun;24;273
BMW;M550i xDRIVE;MID-SIZE;04. Apr;8;AS8;Z;14. Mar;09. Apr;12. Jan;23;283
BMW;M6 CABRIOLET;SUBCOMPACT;04. Apr;8;AM7;Z;17. Mar;11. Jun;14. Jul;19;344
BMW;M6 CABRIOLET;SUBCOMPACT;04. Apr;8;M6;Z;16. Feb;10. Sep;13. Aug;20;324
BMW;M6 COUPE;SUBCOMPACT;04. Apr;8;AM7;Z;17. Mar;11. Jun;14. Jul;19;344
BMW;M6 COUPE;SUBCOMPACT;04. Apr;8;M6;Z;16. Feb;10. Sep;13. Aug;20;324
BMW;M6 GRAN COUPE;COMPACT;04. Apr;8;AM7;Z;17. Mar;11. Jun;14. Jul;19;344
BMW;M6 GRAN COUPE;COMPACT;04. Apr;8;M6;Z;16. Feb;10. Sep;13. Aug;20;324
BMW;M760i xDRIVE;FULL-SIZE;06. Jun;12;AS8;Z;17. Jul;11. Sep;15. Jan;19;355
BMW;X1 xDRIVE28i;SUV - SMALL;2;4;AS8;Z;10. Jul;07. May;09. Mar;30;217
BMW;X2 xDRIVE28i;SUV - SMALL;2;4;AS8;Z;11;07. Jul;09. May;30;222
BMW;X3 xDRIVE30i;SUV - SMALL;2;4;AS8;Z;10. Aug;8;09. May;30;223
BMW;X3 M40i;SUV - SMALL;3;6;AS8;Z;11. Jul;08. Jun;10. Mar;27;241
BMW;X4 xDRIVE28i;SUV - SMALL;2;4;AS8;Z;11. Aug;08. Jun;10. Mar;27;240
BMW;X4 M40i;SUV - SMALL;3;6;AS8;Z;12. Sep;09. May;11. Apr;25;266
BMW;X5 xDRIVE35d;SUV - STANDARD;3;6;AS8;D;10. Mar;8;09. Mar;30;246
BMW;X5 xDRIVE35i;SUV - STANDARD;3;6;AS8;Z;13;09. Aug;11. May;25;270
BMW;X5 xDRIVE50i;SUV - STANDARD;04. Apr;8;AS8;Z;15. Apr;11. Feb;13. May;21;317
BMW;X5 M;SUV - STANDARD;04. Apr;8;AS8;Z;16. Jun;12. Jan;14. Jun;19;341
BMW;X6 xDRIVE35i;SUV - STANDARD;3;6;AS8;Z;13;09. Aug;11. May;25;270
BMW;X6 xDRIVE50i;SUV - STANDARD;04. Apr;8;AS8;Z;15. Apr;11. Feb;13. May;21;317
BMW;X6 M;SUV - STANDARD;04. Apr;8;AS8;Z;16. Jun;12. Jan;14. Jun;19;341
BUGATTI;CHIRON;TWO-SEATER;8;16;AM7;Z;26. Aug;16. Jun;22. Feb;13;522
BUICK;ENCLAVE;SUV - STANDARD;03. Jun;6;AS9;X;12. Sep;9;11. Feb;25;263
